"subject","country","rel_1","rel_2","rel_3","rel_4","rel_5","rel_6","rel_7","rel_8","rel_9","cnorm_1","cnorm_2","wb_gen_1","wb_gen_2","wb_phys_1","wb_phys_2","wb_phys_3","wb_phys_4","wb_phys_5","wb_phys_6","wb_phys_7","wb_psych_1","wb_psych_2","wb_psych_3","wb_psych_4","wb_psych_5","wb_psych_6","wb_soc_1","wb_soc_2","wb_soc_3","wb_overall_mean","wb_phys_mean","wb_psych_mean","wb_soc_mean","age","gender","ses","education","ethnicity","denomination","gdp","gdp_scaled","sample_type","compensation","attention_check","majority"
"10218","Germany","0","1","1","0","0.333333333333333","0.333333333333333","0","0","0.75","0.5","0.5","3","4","5","4","3","5","4","3","3","4","4","5","1","1","3","2","4",NA,"4.11111111111111","2.85714285714286","2.5","3","18","man","9","3","Caucasian/European",NA,"2015.59048548675","0.590206515018923","online panel","monetary reward","1","1"
"1066","US","0","0","0","0","1","0.5","0","0","0","0.5","0.75","4","1","4","3","4","3","5","3","4","4","2","5","2","4","2","5","5","2","3.66666666666667","3.85714285714286","3.5","2.33333333333333","54","man","3","4","Caucasian/European",NA,"30523.8592390474","-1.44107284929397","mixed","raffle","1","1"
"470","Romania","0","0","0","1","0.5","0.333333333333333","0","0.5","0","0.5","0.25","3","4","3","5","3","5","4","3","4","2","3","3","5","5","4","4","4","2","3","3.14285714285714","3.83333333333333","4","18","woman","5","5","South Asian",NA,"12301.1864034302","-1.1666606545353","online panel","monetary reward","1","1"
"5892","Romania","0.5","0.142857142857143","0","1","0.833333333333333","0.666666666666667","0.833333333333333","1","1","0","0.25","3","4","4","4","3","4","3","4","3","2","3","4","3","3","4","5","5","4","3.66666666666667","3.57142857142857","3.83333333333333","3.33333333333333","32","woman","4","5","Caucasian/European","Christian (Protestant)","41463.6440227034","1.97326652406719","online panel","monetary reward","1","1"
"2918","Japan","0","0","0","1","0.666666666666667","0.666666666666667","1","0","0.75","0.25","0.75","2","3","5","5","5","5","3","2","4","4","3","3","5","3","2","5","4",NA,"4.05555555555556","3.42857142857143","4","4","36","woman","4","5","Asian",NA,"9770.84708783314","-0.208237450865951","online panel","monetary reward","1","1"
"5865","Romania","0","0.714285714285714","1","1","0.333333333333333","0","1","0.25","0.25","0.5","0.25","4","4","3","3","4","5","2","3","3","2","2","3","3","4","4","2","3","2","1.55555555555556","3.71428571428571","4.5","4","50",NA,"9","4","Caucasian/European",NA,"3237.88336815666","0.500518754706187","students","no compensation + course credit","1","1"
"3322","Brazil","0","1","0","0","0.166666666666667","0.833333333333333","1","0.25","0.75","0.75","0","4","4","4","3","2","4","4","4","3","4","4","3","4","3","1","4","3","3","4.05555555555556","4","2.33333333333333","4.66666666666667","25","woman","7","7","South Asian",NA,"3237.88336815666","1.97326652406719","mixed","raffle","1","0"
"2740","Singapore","0","0","0","1","1","0","0","1","1","0.25","0.25","5","5","5","1","4","4","3","5","4","4","2","2","4","5","2","4","4","3","3.66666666666667","4.14285714285714","3.33333333333333","3.66666666666667","35","man","3","6","Latin-American","Christian (Roman Catholic)","9311.36611728167","-1.18430893128537","mixed","monetary reward","1","1"
"2763","Israel","0.333333333333333","0.142857142857143","0","0","0.333333333333333","1","0","0.5","0","0","0.5","5","4","4","2","4","3","2","4","5","5","4","3","4","2","1","5","4","3","4.44444444444444","4.14285714285714","4","3.33333333333333","21","woman","7","7","I would rather not say","Christian (Roman Catholic)","57305.2990162045","-1.44107284929397","online panel","raffle","1","1"
"6174","Israel","0","0.714285714285714","0","1","0.166666666666667","0.166666666666667","0.333333333333333","0","0.25","0.5","0","3","4","2","4","5","4","1","5","4","4","4","4","3","2","2","2","5","4","3.38888888888889","4.42857142857143","3.33333333333333","3","20","man","1","5","Caucasian/European","Christian (Roman Catholic)","19089.7075056564","0.500518754706187","mixed","monetary reward","1","1"
"259","UK","0.5","0","1","0","1","0","0.333333333333333","0.5","0.25","0","0","5","5","5","4","2","5","4","4","4","4","3","4","1","4","3","3","4","4","4.66666666666667","3.28571428571429","3.16666666666667","3.66666666666667","21","woman","7","6","Caucasian/European","Buddhist","48195.5799044116","1.33057548063109","online panel","raffle","1","1"
"3262","Denmark","0","0","0","1","0.5","1","0.5","0.25","0","0","1","4","1","3","5","3","4","5","4","5","4","4","4","5","3","3","2","4","4","4.16666666666667","5","3.33333333333333","3.33333333333333","20","woman","9","7","Caucasian/European",NA,"41613.9980821757","0.292837379808369","online panel","no compensation + course credit","1","1"
"3816","Singapore","0","0","0","1","1","0","0","0","0.75","0.75","0.5","4","4","3","5","3","4","4","4","4","4","2","5","3","3","5","4","5","1","3.94444444444444","4.42857142857143","4","3.66666666666667","35","woman","1","4","Caucasian/European","Christian (Roman Catholic)","19089.7075056564","1.15637723528789","mixed","monetary reward","1","1"
"3930","Spain","0","0","1","0","0.5","0.666666666666667","0.833333333333333","0","0.5","0.25","0.5","3","4","4","5","4","5","3","2","5","4","5","4","2","2","3","4","4","4","4.61111111111111","2.85714285714286","1.66666666666667","3.33333333333333","20","man","3","6","Caucasian/European","Christian (Roman Catholic)","57305.2990162045","-0.915551454303884","online panel","course credit","1","1"
"4432","Turkey","0","1","0","1","0.5","0.666666666666667","1","0","0.75","0.5","0.5","5","4","4","5","4","4","4","4","5","4","5","4","5","4","4","1","4","3","3.88888888888889","4.71428571428571","4.33333333333333","3.33333333333333","28","woman","5","7","Turkish",NA,"9311.36611728167","-1.14590037797124","online panel","monetary reward","1","1"
"5153","Denmark","0.166666666666667","0.428571428571429","0","1","0.333333333333333","0.666666666666667","0.666666666666667","0.25","1","0.75","1","4","5","4","2","2","5","4","5","4","5","4","4","1","3","4","2","4","4","4.05555555555556","4.14285714285714","2.33333333333333","4.33333333333333","25","woman","5","5","Chinese",NA,"39286.7376488008","0.28604408028733","mixed","raffle","1","1"
"10054","Germany","0","0.571428571428571","1","1","0.333333333333333","0","0.5","0","0.5","0.25","0","2","4","3","5","4","3","2","3","5","4","5","3","4","5","4","5","5","3","3.88888888888889","4.42857142857143","2.66666666666667","3.33333333333333","66","woman","5","5","Caucasian/European","Christian (Roman Catholic)","8920.76210462979","0.590206515018923","mixed","monetary reward","1","0"
"2298","Germany","0","0","0","1","0.333333333333333","0","0.5","0.5","1","1","0.25","4","4","5","5","5","5","3","4","5","4","4","4","4","3","4","4","1","4","3.94444444444444","3.14285714285714","3.83333333333333","4.5","25","woman","8","4","Caucasian/European",NA,"53024.0592130531","1.24288037523174","online panel","raffle","1",NA
"4865","Chile","0.666666666666667","0","0","1","0.166666666666667","0","0.833333333333333","0.75","0.5","0.5","0.5","3","5","5","4","1","4","2","2","3","3","1","3","5","4","3","3","4","2","4.05555555555556","3.42857142857143","3.83333333333333","3","22","man","7","3","Caucasian/European",NA,"15923.3590619893","0.51613148818575","online panel","monetary reward","1","1"
"7782","US","0.666666666666667","0.857142857142857","0","0","0","0.5","0","0.5","0","0.75","0.75","3","5","2","5","4","5","2","1","4","4","4","4","3","3","4","4","4","4","3.66666666666667","4.42857142857143","3","4","22","man","8","5",NA,NA,"15923.3590619893","0.51613148818575","mixed","raffle","1","1"
"5032","Israel","0","0.714285714285714","0","0","0.166666666666667","0","0.166666666666667","0","0","0.25","0.75","2","4","5","2","3","5","4","4","5","4","4","5","3","4","2","5","3","4","4.16666666666667","4.85714285714286","4","3.66666666666667","28","man","5","5","Turkish",NA,"42491.3644350973","1.00180198970142","mixed","monetary reward","1","1"
"10092","Israel","0","0.714285714285714","0","0","0.333333333333333","1","0","0.5","0","0","0.75","4","4","5","5","4","3","4","5","5","5","2","3","4","3","4","4","4","2","4.52941176470588","3.14285714285714","4.5","3.66666666666667","22","man","7","5","Caucasian/European","Christian (Roman Catholic)","41613.9980821757","-0.724855477453004","mixed","course credit","1","1"
"3630","India","0.333333333333333","0.571428571428571","0","0","1","0.166666666666667","0.666666666666667","1","0.25","0.5","0.5","2","4","5","4","5","4","4","4","4","4","2","2","5","3","3","2","5","4","3.88888888888889","4.28571428571429","4.83333333333333","5","33","woman","8","5","Caucasian/European","Christian (Roman Catholic)","34318.3511241724","1.24288037523174","mixed","raffle","1","1"
"8520","Germany","0.166666666666667","0","1","1","0.166666666666667","0.666666666666667","1","0","0","0.25","1","4","4","5","5","3","4","4","2","4","4","4","3","3","5","4","4","3","3","2.27777777777778","2.57142857142857","4","3.66666666666667","40","man","5","3","Latin-American",NA,"41463.6440227034","1.24288037523174","online panel","raffle","1","1"
"3553","Japan","0","0","0","0","1","1","1","0.5","0.75","0.25","0","4","4","5","4","4","4","4","5","3","3","3","3","5","3","4","4","4","5","3.83333333333333","3.85714285714286","4","4","27","man","6","4","Middle-Eastern/Arab",NA,"46556.0995671478","0.292837379808369","mixed","raffle","1",NA
"5485","Australia","0","0","0","1","0.666666666666667","0","0.833333333333333","0","0","0.5","0.5","4","1","4","4","2","5","4","3","5","3","5","3","3","4","3","1","4","3","3.44444444444444","3.57142857142857","3.33333333333333","3","22","man","6","7","Caucasian/European",NA,"60726.4665351509","-1.18430893128537","mixed","monetary reward","1","1"
"7760","Belgium","0","0.142857142857143","0","0","0","1","0","0","0","0.5","0.5","4","4","4","4","3","4","3","4","1","4","4","4","4","4","3","1","4","3","3.66666666666667","4.71428571428571","1.66666666666667","2","42","woman","9","4","African",NA,"48195.5799044116","0.187687061666867","students","no compensation","1","1"
"3708","Canada","0.666666666666667","0","0","1","1","0","0","0.5","0.5","1","0.75","4","5","4","3","4","4","3","5","4","3","4","3","2","3","4","5","3","3","3.83333333333333","4.42857142857143","4.66666666666667","4.33333333333333","36","woman","5","3","Middle-Eastern/Arab","Christian (Roman Catholic)","46556.0995671478","0.332478560405665","students","monetary reward","1","1"
"10457","Netherlands","0","0.142857142857143","1","1","0","0","0.5","0.5","0","0.25","0","4","3","4","5","5","3","4","4","4","4","1","2","5","4","5","3","1","1","3.77777777777778","3.85714285714286","4.16666666666667","3","20","woman","3","3",NA,NA,"41613.9980821757","-1.49629850587786","online panel","raffle","1","1"
"9151","Croatia","0.833333333333333","0.571428571428571","0","0","1","0","0.333333333333333","0.75","0.75","0.75","0.75","4","2","5","5","4","4","3","4","4","5","2","4","3","4","2","3","3","3","4.05555555555556","4.14285714285714","4","5","51","woman","5","5","Caucasian/European",NA,"15923.3590619893","0.187687061666867","online panel","monetary reward","1","1"
"8583","Romania","1","0.142857142857143","1","1","0.666666666666667","0","0.166666666666667","0","0","0.25","0.75","4","4","5","2","3","5","4","5","5","5","4","3","3","4","4","4","4","3","4.5","4.42857142857143","2.16666666666667","4.33333333333333","21","man","6","2","Caucasian/European",NA,"14869.0906823045","-1.18430893128537","mixed","monetary reward","1","1"
"443","Japan","0.5","0","0","0","0.166666666666667","0.166666666666667","1","0.5","0","0.5","0.25","4","5","5","5","2","5","4","2","4","3","3","3","2","5","3","2","4","2","3.88888888888889","1.85714285714286","3.5","4.33333333333333","31","man","5","5","East Asian",NA,"34318.3511241724","-1.18430893128537","online panel","monetary reward","1","1"
"4649","Canada","0.333333333333333","0","0","0","0.166666666666667","0.833333333333333","1","0.25","0.5","0.75","0.25","5","3","5","5","3","5","3","3","2","4","4","4","4","3","4","5","2","4","4.05882352941176","3","3.83333333333333","4","46","woman","6","5","Caucasian/European",NA,"19089.7075056564","0.28604408028733","mixed","monetary reward","1","1"
"3216","Israel","0.5","0","1","1","1","0","0.833333333333333","0","0.75","0.25","0.75","4","2","5","2","3","4","2","4","4","5","4","2","5","3","3","4","5","4","4.11111111111111","3.57142857142857","5","4.33333333333333","19","man","7","4","Middle-Eastern/Arab",NA,"41613.9980821757","0.590206515018923","online panel","raffle","1","1"
"4935","US","0","0.428571428571429","0","0","0.833333333333333","0.166666666666667","0","0","0","0.25","0.75","4","2","5","1","5","5","4","2","4","3","4","3","5","5","2","2","4","3","4.11111111111111","4.85714285714286","2.5","2.33333333333333","28","man","6","5","Caucasian/European",NA,"78806.431996268","-0.867917483502592","mixed","no compensation","1","1"
"4660","UK","0.5","1","0","1","0.333333333333333","1","0.666666666666667","0.5","0","0.5","0.5","5","4","3","5","5","5","3","2","1","4","2","3","4","2","3","2","4","3","5","4.14285714285714","2.83333333333333","3.33333333333333","23","woman","9","7","Caucasian/European",NA,"60726.4665351509","0.590206515018923","online panel","monetary reward","5","1"
"4496","US","0","0","0","0","0.333333333333333","1","0.166666666666667","0","0.25","0.75","0.5","4","3","2","5","4","5","4","4","5","3","4","3","3","4","3","4","3","4","3.88888888888889","4.14285714285714","3.16666666666667","3.66666666666667","21","woman","6","6","Latin-American","Christian (Roman Catholic)","78806.431996268","-1.49629850587786","online panel","monetary reward","1","1"
"5979","Netherlands","0","0","1","0","0","0.833333333333333","1","0","1","0.25","0.5","4","3","5","5","5","4","3","5","5","4","4","4","3","4","4","3","4","1","3.11111111111111","4.57142857142857","2.16666666666667","4.33333333333333","31","woman","7","4","Caucasian/European",NA,"46210.5476227883","-1.1666606545353","mixed","raffle","1","1"
"2601","Romania","0","0.857142857142857","0","0","0","0.666666666666667","0.166666666666667","0","0.75","0.5","0.25","3","4","5","5","4","5","4","4","4","4","3","4","5","4","3","4","3","1","4.33333333333333","3.85714285714286","3.33333333333333","5","23","woman","8","3","South Asian",NA,"12301.1864034302","0.51613148818575","mixed","monetary reward","1","1"
"9880","Japan","0.333333333333333","0","0","1","0","0.5","0","0.25","0","0.5","0.25","3","5","5","5","5","5","4","4","5","5","4","3","2","3","3","4","4","3","4.16666666666667","4.14285714285714","3.33333333333333","4","26","man","9","4","East Asian","Muslim","15923.3590619893","0.187687061666867","online panel","monetary reward","6","1"
"1600","Denmark","0.666666666666667","0","0","0","0.166666666666667","1","1","0","0","0.5","1","4","4","4","5","4","4","4","2","3","1","4","4","4","1","4","4","2","1","3.61111111111111","4","3.5","4.66666666666667","38","man","5","5","East Asian",NA,"9311.36611728167","0.332478560405665","mixed","monetary reward","1","1"
"9398","Germany","0","0","0","1","0","0.5","0.666666666666667","0.25","0","0","1","4","4","3","1","3","3","4","4","4","4","4","5","4","3","4","3","4","2","3.88888888888889","2.42857142857143","2","2.33333333333333","32","woman","3","4","Latin-American",NA,"39286.7376488008","-1.1666606545353","students","monetary reward","1","1"
"449","Australia","0","0","0","1","0.166666666666667","0.666666666666667","0.5","0","0","0.25","0","3","3","4","4","3","3","4","3","4","3","4","2","4","4","1","3","3","1","4.11111111111111","3.85714285714286","4","5","22","woman","6","6","Chinese",NA,"41613.9980821757","0.332478560405665","mixed","course credit","1",NA
"6587","Germany","0","0.142857142857143","0","1","1","0.166666666666667","0","0","1","0.5","0.5","4","4","5","5","4","5","5","4","4","4","3","2","5","4","2","5","4","4","3","4.42857142857143","2.66666666666667","2.66666666666667","19","woman","6","4","East Asian","Buddhist","2015.59048548675","-0.724855477453004","mixed","raffle","1","1"
"2424","Denmark","0.333333333333333","0.714285714285714","0","0","0","0.833333333333333","0.666666666666667","0","0","0.25","0.5","5","4","5","5","4","4","2","3","4","4","4","4","4","3","3","2","3","5","3.29411764705882","3.57142857142857","3.16666666666667","2.66666666666667","45","woman","5","5","Caucasian/European","Christian (Roman Catholic)","48195.5799044116","1.24288037523174","students","monetary reward","1","1"
"4094","Turkey","0","0","0","0","0","0.333333333333333","0","0","0.5","0","0.75","3","3","2","5","4","4","2","3","3","3","5","3","4","4","2","3","5","4","3.77777777777778","3.57142857142857","3.66666666666667","4","31","man",NA,"6","Caucasian/European",NA,"48195.5799044116","0.590206515018923","online panel","raffle","1","1"
"9313","US","0","0.714285714285714","0","0","0.833333333333333","0.5","0","0.25","0.5","0","0.5","3","3","4","5","5","5","4","3","3","3","3","5","1","4","5","5","2","2","4.16666666666667","4","3.5","3","66","man","6","2","Caucasian/European",NA,"46210.5476227883","1.97326652406719","online panel","monetary reward","1","1"
"4062","UK","0","0","0","1","0","1","0.333333333333333","0","0","0.5","0.75","3","5","5","5","1","4","3","4","4","4","5","3","4","4","4","4","4","3","3.23529411764706","4.28571428571429","2.16666666666667","4.33333333333333","22","man","6","4","Caucasian/European","Christian (Roman Catholic)","3237.88336815666","1.24288037523174","mixed","monetary reward","1","1"
"1623","Australia","0","0.714285714285714","1","0","0.166666666666667","0.333333333333333","0.833333333333333","0","0","0.5","0.75","3","4","5","5","4","4","4","4","4","3","4","5","3","4","2","4","4","2","3.94444444444444","4.85714285714286","3.66666666666667","5","29","man","8","5","Caucasian/European","Muslim (Sunni)","42491.3644350973","0.500518754706187","mixed","no compensation + course credit","1","1"
"8298","Denmark","0.333333333333333","0","0","1","0.333333333333333","0.833333333333333","0","0","0","0.5","0.5","4","2","4","5","5","5","4","5","4","4","5","4","5","3","4","3","3","4","4.16666666666667","4.42857142857143","3","4.66666666666667","20","woman","5","3","Caucasian/European","Christian (Roman Catholic)","9770.84708783314","1.00180198970142","mixed","monetary reward","1","1"
"2091","Chile","0.5","0","0","1","0.833333333333333","0.833333333333333","1","0","0.75","0.25","0.75","4","4","4","5","4","4","4","3","4","3","4","3","3","3","5","4","4","4","2.16666666666667","3.71428571428571","4.16666666666667","3.33333333333333","26","man","3","4","Caucasian/European","Christian (Roman Catholic)","46210.5476227883","0.28604408028733","mixed","monetary reward","1","0"
"4475","India","0","0","0","1","0.166666666666667","0.666666666666667","0.5","0.25","0.25","0.75","0.25","4","3","5","5","4","3","4","3","4","3","2","4","4","2","4","5","4","3","3.83333333333333","4.42857142857143","4","4.66666666666667","28","woman","5","4","Chinese","Christian (Roman Catholic)","39286.7376488008","0.808366944407156","online panel","raffle","1","1"
"9512","Japan","0.5","0.714285714285714","0","1","0.166666666666667","0.5","0","0","0.25","0.25","0.25","4","4","1","4","4","4","2","4","5","4","3","3","3","3","1","5","5","3","2.72222222222222","3.14285714285714","3.83333333333333","4.33333333333333","25","man","7","4","Mixed / other","Christian (Roman Catholic)","48195.5799044116","-0.867917483502592","online panel","monetary reward","1","1"
"1808","India","0.5","0","0","0","0.5","0","0","0","0.5","0.5","1","3","4","4","2","5","5","2","4","3","3","4","3","4","3","4","5","5","4","3.11111111111111","4.14285714285714","3.83333333333333","3.66666666666667","61","woman","6","5","Caucasian/European","Christian (Roman Catholic)","60726.4665351509","0.590206515018923","online panel","raffle","1","1"
"1608","Germany","0.166666666666667","0","1","1","0.333333333333333","0.5","0.666666666666667","0.75","1","0.5","0","5","2","4","5","4","4","4","3","4","3","5","3","4","3","4","5","4","3","3.33333333333333","4.14285714285714","3.33333333333333","4.33333333333333","26","woman","8","6","Caucasian/European",NA,"39286.7376488008","-1.44107284929397","students","raffle","1","1"
"6543","Denmark","0.166666666666667","1","0","1","0","1","1","0.75","0","0.25","0.25","4","5","5","5","4","5","4","5","4","4","2","4","1","4","4","5","2","4","4.05555555555556","4.85714285714286","4.16666666666667","3.66666666666667","29","woman","5","4","Latin-American","Hindu","9770.84708783314","1.33057548063109","mixed","raffle","1","1"
"225","Germany","0.833333333333333","0","0","0","0.666666666666667","0.666666666666667","0.666666666666667","0","0","0.25","0","3","4","4","3","4","5","4","4","2","5","3","4","1","5","3","4","5","5","2.94444444444444","3.85714285714286","3.83333333333333","3.66666666666667","30","man","8","5","Caucasian/European","Christian (Roman Catholic)","41463.6440227034","0.590206515018923","mixed","course credit","1","1"
"4940","Australia","0.5","0.714285714285714","0","0","0.166666666666667","0","0.166666666666667","0","0","0","1","4","4","3","3","4","5","5","4","3","3","2","4","4","4","4","5","3","5","4.22222222222222","3.14285714285714","1.33333333333333","3.66666666666667","23","man","6","6","Caucasian/European","Christian (Roman Catholic)","48195.5799044116","1.15637723528789","mixed","course credit","1","1"
"1748","Germany","0.166666666666667","0.428571428571429","1","0","0","0","1","0","0","0","0.25","4","2","3","5","4","4","4","4","5","3","4","4","3","4","3","4","1","3","3.38888888888889","3.57142857142857","3.5","3","24","woman","6","6","Middle-Eastern/Arab","Christian (Roman Catholic)","2015.59048548675","-1.18430893128537","online panel","monetary reward","1","1"
"5570","Israel","0.5","0.714285714285714","0","0","0.166666666666667","1","0.833333333333333","0","0.75","0.75","0.5","2","2","3","3","4","3","5","3","5","4","4","4","3","2","3","5","4","2","3.5","3.28571428571429","3.83333333333333","3","21","man","3","5","Caucasian/European","Christian (Roman Catholic)","53024.0592130531","1.24288037523174","online panel","monetary reward","1","0"
"6619","France","0.666666666666667","0","0","1","0.666666666666667","1","0.333333333333333","0.25","0.75","0.5","1","4","5","5","5","4","4","5","4","5","1","4","3","4","2","2","5","4","5","4.33333333333333","4.28571428571429","3.66666666666667","5","55","woman","8","6","Caucasian/European",NA,"57305.2990162045","1.97326652406719","online panel","raffle","1","1"
"2615","Netherlands","0","0","1","1","0.166666666666667","0","0.666666666666667","0.75","0.5","0.25","0","4","2","2","5","4","1","4","4","5","5","1","3","3","4","2","3","3","5","4.55555555555556","4.57142857142857","3.66666666666667","3.33333333333333","32","man",NA,"4","Caucasian/European",NA,"9311.36611728167","0.187687061666867","online panel","raffle","1",NA
"9727","Belgium","0.333333333333333","0.714285714285714","0","0","0.5","0","0.833333333333333","0.5","0","0","0.5","4","4","3","4","4","5","3","2","3","3","5","5","4","4","4","4","4","4","4.29411764705882","2.71428571428571","2.5","2.5","75","woman","8","5","Caucasian/European",NA,"41463.6440227034","-1.49629850587786","online panel","raffle","1","1"
"1999","Morocco","0","0","0","1","0","0.5","0.166666666666667","0","0","0","0.75","4","2","4","4","4","5","5","5","3","5","4","2","4","5","3","2","4","5","3.83333333333333","3.85714285714286","4.5","3.66666666666667","20","woman","7","4","Caucasian/European","Christian (Roman Catholic)","62641.0145699281","0.292837379808369","mixed","no compensation","1","1"
"4733","Lithuania","0","0.428571428571429","0","0","0.333333333333333","0.833333333333333","0","0","0","0","0.5","4","4","4","5","4","5","4","4","5","4","4","4","2","4","4","4","5","4","3.11764705882353","5","3.33333333333333","2.33333333333333","24","woman","4","5","Caucasian/European","Christian (Protestant)","34318.3511241724","0.590206515018923","general public","no compensation","1",NA
"7860","Croatia","0.166666666666667","0","0","1","0.833333333333333","0","0.333333333333333","0.75","0.5","0","0","3","2","3","3","4","4","3","4","4","3","5","3","3","4","4","5","3","4","2.94444444444444","4.14285714285714","2.5","3.33333333333333","57","man","5","6","Chinese","Christian (Roman Catholic)","2015.59048548675","0.292837379808369","online panel","course credit","1","1"
"9054","Denmark","0","0.857142857142857","0","0","0.166666666666667","0.5","1","0","1","0.5","0.25","2","3","3","2","3","5","1","4","4","2","5","3","5","3","4","3","3","5","4.33333333333333","3.71428571428571","3.66666666666667","3.33333333333333","43","woman","6","7","Caucasian/European",NA,"41463.6440227034","0.500518754706187","mixed","monetary reward","1","1"
"5586","Ireland","0","0","0","0","0.5","0.833333333333333","1","0","0","0.25","0.25","5","3","5","5","2","5","4","4","2","2","1","3","3","4","5","3","2","1","3.22222222222222","3.28571428571429","3.5","5","34","man","8","3","Caucasian/European",NA,"46210.5476227883","0.28604408028733","mixed","course credit","1","1"
"656","Turkey","1","0","0","1","1","0.166666666666667","0.5","0.75","1","0.5","0.5","3","3","4","5","2","5","4","4","2","4","3","5","4","4","2","2","3","1","4","3.42857142857143","4","3","22","woman","7","5","Caucasian/European","Christian (Roman Catholic)","46210.5476227883","0.590206515018923","online panel","raffle","1","1"
"3765","France","0","1","0","0","0.166666666666667","0","1","1","0","0.25","0","4","4","5","5","2","4","2","2","4","4","4","4","3","2","4","3","4","4","4.41176470588235","5","3.83333333333333","4","26","woman","7","3","Caucasian/European",NA,"48195.5799044116","-0.867917483502592","online panel","no compensation","1","0"
"1982","Belgium","0","0","1","0","0.333333333333333","1","0","1","1","0.75","0.25","4","3","3","4","4","4","4","3","4","5","3","4","3","2","4","1","5","2","4.47058823529412","3.71428571428571","2","5","26","man","6","5","Caucasian/European","Christian (Roman Catholic)","78806.431996268","0.590206515018923","mixed","monetary reward","1","1"
"23","Romania","0.166666666666667","0.857142857142857","0","1","0.5","0","0.833333333333333","0","0.75","0.25","0","4","3","5","3","4","4","4","4","5","3","3","4","4","5","5","5","3","4","4.16666666666667","4","3.66666666666667","3.66666666666667","25","woman","8","4","Caucasian/European",NA,"41613.9980821757","-0.724855477453004","online panel","raffle","1","1"
"9438","Spain","0","1","1","0","0.5","0","1","1","0","0","0.25","3","4","5","3","3","4","5","4","5","4","4","4","3","4","2","3","2","5","3.72222222222222","3.57142857142857","1","2.66666666666667","41","man","8","4","Chinese",NA,"64581.9440183954","-1.49629850587786","online panel","course credit","1","1"
"9071","Brazil","0.166666666666667","0","0","1","0","0","0.5","0","0","0.75","0.5","4","4","4","5","5","5","1","4","3","2","2","3","4","4","4","4","4","4","4.38888888888889","4.71428571428571","2.83333333333333","4.33333333333333","19","woman","7","5","Latin-American","Christian (Roman Catholic)","30523.8592390474","-0.0367946577928783","mixed","raffle","1","1"
"1310","Canada","0.166666666666667","1","0","0","0.166666666666667","0.666666666666667","0.666666666666667","0","0","0","0.25","4","4","1","5","4","5","2","4","4","4","4","1","2","3","4","5","4","2","4.11111111111111","4","3.5","2","28","woman","3","5","Chinese","Evangelical","62641.0145699281","0.332478560405665","mixed","monetary reward","1","1"
"10252","China","0","1","1","1","0","0","0","0","1","0.25","0","4","2","4","5","3","2","2","2","3","4","3","5","5","2","4","3","4","2","4.22222222222222","3.85714285714286","3.66666666666667","1.66666666666667","61","woman","7","3","Indian",NA,"41613.9980821757","-0.724855477453004","online panel","raffle","1","0"
"4143","France","0.833333333333333","1","1","1","0","0.5","0.166666666666667","0.25","0","0.5","0.25","4","5","5","5","3","4","4","4","3","3","4","4","4","3","2","4","4","2","4.38888888888889","3.42857142857143","3.33333333333333","4.33333333333333","28","woman","6","6","Caucasian/European",NA,"12301.1864034302","1.24288037523174","online panel","monetary reward","1","1"
"6155","Belgium","0.666666666666667","0","1","0","0.833333333333333","0","0","0.25","0.25","0","0.5","5","4","4","4","4","5","3","2","5","4","3","4","4","1","4","1","4","5","3.38888888888889","3.57142857142857","3.66666666666667","2.33333333333333","21","woman","4","5","Caucasian/European",NA,"48195.5799044116","-1.49629850587786","mixed","monetary reward","1","1"
"10417","Spain","0.166666666666667","0.857142857142857","0","1","0","1","1","0","0","0.25","0","4","4","4","5","2","4","4","5","3","3","2","4","5","3","4","5","2","4","4.58823529411765","3.57142857142857","3","4.66666666666667","30","woman","8","5","Caucasian/European",NA,"12301.1864034302","1.24288037523174","students","raffle","1","1"
"5267","Ireland","0.666666666666667","0","1","0","0.5","0","0.833333333333333","0","0.75","0.25","0.25","4","3","3","2","3","4","4","4","4","4","2","2","3","4","3","4","4","4","3.61111111111111","4.85714285714286","4.33333333333333","3.33333333333333","23","woman","3","3","Caucasian/European","Christian (Roman Catholic)","64581.9440183954","0.590206515018923","mixed","monetary reward","1","1"
"7066","Morocco","0.166666666666667","0","0","1","0","0.166666666666667","1","0.25","0","0","0.25","4","3","3","5","4","4","2","4","2","2","4","3","5","5","4","5","5","5","3.05555555555556","4.14285714285714","2.83333333333333","3.66666666666667","18","man","5","5","Caucasian/European","Christian (Roman Catholic)","64581.9440183954","1.00180198970142","mixed","monetary reward","1","1"
"2330","Australia","0","0.857142857142857","0","1","0.5","1","0.666666666666667","0","0","0","0.5","2","5","5","2","4","5","5","5","5","3","3","4","4","2","4","5","5","3","2.88888888888889","3.71428571428571","4","4","24","woman","5","5","Caucasian/European","Jewish","62641.0145699281","-1.14590037797124","online panel","monetary reward","1","1"
"4389","Brazil","0.166666666666667","1","0","1","0.666666666666667","0.333333333333333","0.333333333333333","0","1","0.75","0.5","3","4","5","4","3","5","5","5","5","5","3","4","5","4","3","4","3","1","4.16666666666667","3.85714285714286","3.33333333333333","4","39","woman","5","4","Latin-American","Christian (Roman Catholic)","12301.1864034302","0.292837379808369","mixed","no compensation + course credit","7","1"
